"Sektor","Barkod","Urun Adi","Marka","Kategori","Fiyat (TL)","KDV","Urun Gorseli"
"İçecek","8699025780534","Juss","Juss","Meyve Suyu","bilinmiyor","bilinmiyor","bilinmiyor"
"İçecek","8699025780053","Juss Karişik Meyve 1 Lt","Juss","Meyve Suyu","bilinmiyor","bilinmiyor","bilinmiyor"
"Meyve, Sebze ve Kuruyemiş","8699025780022","Juss Kayisi 1 Lt","Juss","Kuruyemiş","bilinmiyor","bilinmiyor","bilinmiyor"
"İçecek","8699025780121","Juss Kaysi","Juss","Meyve Suyu","bilinmiyor","bilinmiyor","bilinmiyor"
"İçecek","8699025780152","Juss Kaysi 200 Ml","Juss","Meyve Suyu","bilinmiyor","bilinmiyor","bilinmiyor"
"Meyve, Sebze ve Kuruyemiş","8699025780114","Juss Şeftali̇","Juss","Meyve","bilinmiyor","bilinmiyor","bilinmiyor"
"İçecek","8699025780015","Juss Şeftali̇ 1 Lt","Juss","Meyve Suyu","bilinmiyor","bilinmiyor","bilinmiyor"
"İçecek","8699025780510","Juss Vi̇şne 1 Lt","Juss","Meyve Suyu","bilinmiyor","bilinmiyor","bilinmiyor"
"Meyve, Sebze ve Kuruyemiş","8699025780527","Juys Kaysi 200 Ml","Juys","Kuruyemiş","bilinmiyor","bilinmiyor","bilinmiyor"
"Atıştırmalık ve Şekerleme","8690504271208","K Bar 21 Gr","K","Diğer Atıştırmalık","bilinmiyor","bilinmiyor","bilinmiyor"
"Sos, Baharat ve Çeşni","8694748815044","K Kukrer Salgam Suyu 750 Ml Acili","K","Sos","bilinmiyor","bilinmiyor","bilinmiyor"
"İçecek","8694748812037","K Kukrer Salgam Suyu 750 Ml Sade Cam","K","Su","bilinmiyor","bilinmiyor","bilinmiyor"
"Meyve, Sebze ve Kuruyemiş","8694748691310","K. Kukrer Salatalik Tursusu Cam 370 Cc","K.","Sebze","bilinmiyor","bilinmiyor","bilinmiyor"
"Meyve, Sebze ve Kuruyemiş","8694748695240","K.kukrer 1300 Gr Biberiye Tursusu","K.kukrer","Sebze","bilinmiyor","bilinmiyor","bilinmiyor"
"Meyve, Sebze ve Kuruyemiş","8694748695233","K.kukrer 1400 Gr Pet Kornison Tursu","K.kukrer","Sebze","bilinmiyor","bilinmiyor","bilinmiyor"
"Meyve, Sebze ve Kuruyemiş","8694748692959","K.kukrer 2*1000 Ml Elma Sirkesi Pet","K.kukrer","Meyve","bilinmiyor","bilinmiyor","bilinmiyor"
"Sos, Baharat ve Çeşni","8694748697114","K.kukrer 2*250 Ml Nar Eksisi Firsat Pk","K.kukrer","Sos","bilinmiyor","bilinmiyor","bilinmiyor"
"Meyve, Sebze ve Kuruyemiş","8694748695110","K.kukrer 2*500 Ml Elma Sirkesi Pet","K.kukrer","Meyve","bilinmiyor","bilinmiyor","bilinmiyor"
"Meyve, Sebze ve Kuruyemiş","8694748691389","K.kukrer 250 Ml Elma Eksisi","K.kukrer","Meyve","bilinmiyor","bilinmiyor","bilinmiyor"
"Sos, Baharat ve Çeşni","8694748670100","K.kukrer 250 Ml Limon Sosu Pet Sise","K.kukrer","Sos","bilinmiyor","bilinmiyor","bilinmiyor"
"Sos, Baharat ve Çeşni","8694748696025","K.kukrer 250 Ml Nar Eksisi Cam Organik","K.kukrer","Sos","bilinmiyor","bilinmiyor","bilinmiyor"
"Meyve, Sebze ve Kuruyemiş","8694748697350","K.kukrer 500 Ml Organik Uzum Sirkesi Cam","K.kukrer","Kuruyemiş","bilinmiyor","bilinmiyor","bilinmiyor"
"Meyve, Sebze ve Kuruyemiş","8694748691044","K.kukrer 5000 Gr Karisik Tursu","K.kukrer","Sebze","bilinmiyor","bilinmiyor","bilinmiyor"
"Sos, Baharat ve Çeşni","8694748695752","K.kukrer Aci Sos 60 Ml Cam","K.kukrer","Sos","bilinmiyor","bilinmiyor","bilinmiyor"
"Sos, Baharat ve Çeşni","8694748671084","K.kukrer Balcamik Sirke Cam 500 Ml","K.kukrer","Sos","bilinmiyor","bilinmiyor","bilinmiyor"
"Meyve, Sebze ve Kuruyemiş","8694748691495","K.kukrer Balli Elma Sirkesi Cam 500 Ml","K.kukrer","Meyve","bilinmiyor","bilinmiyor","bilinmiyor"
"Meyve, Sebze ve Kuruyemiş","8691011200507","K.kukrer Elma Sirkesi 500 Ml Cam","K.kukrer","Meyve","bilinmiyor","bilinmiyor","bilinmiyor"
"Sos, Baharat ve Çeşni","8694748691372","K.kukrer Erik Eksisi 250 Ml","K.kukrer","Sos","bilinmiyor","bilinmiyor","bilinmiyor"
"Meyve, Sebze ve Kuruyemiş","8694748691297","K.kukrer Kornison Tursu 0 No 720 Gr","K.kukrer","Sebze","bilinmiyor","bilinmiyor","bilinmiyor"
"Sos, Baharat ve Çeşni","8694748210078","K.kukrer Koruk Eksisi Sos 250ml","K.kukrer","Sos","bilinmiyor","bilinmiyor","bilinmiyor"
"Sos, Baharat ve Çeşni","8691011100517","K.kukrer Limon Sosu 1000 Ml. Pet","K.kukrer","Sos","bilinmiyor","bilinmiyor","bilinmiyor"
"Sos, Baharat ve Çeşni","8691011050027","K.kukrer Limon Sosu 500 Ml. Pet","K.kukrer","Sos","bilinmiyor","bilinmiyor","bilinmiyor"
"Sos, Baharat ve Çeşni","8694748693901","K.kukrer Nar Eksili Sos 250 Ml + 1 Bedava","K.kukrer","Sos","bilinmiyor","bilinmiyor","bilinmiyor"
"Sos, Baharat ve Çeşni","8694748691365","K.kukrer Nar Eksili Sos 250 Ml Cam","K.kukrer","Sos","bilinmiyor","bilinmiyor","bilinmiyor"
"Meyve, Sebze ve Kuruyemiş","8694748694052","K.kukrer Organik Elma Sirkesi 500 Ml","K.kukrer","Meyve","bilinmiyor","bilinmiyor","bilinmiyor"
"Sos, Baharat ve Çeşni","8694748671015","K.kukrer Sarimsak Sosu 250 Ml Cam","K.kukrer","Sos","bilinmiyor","bilinmiyor","bilinmiyor"
"Meyve, Sebze ve Kuruyemiş","8691011112008","K.kukrer Sirke Uzum 2 Lt Pet","K.kukrer","Kuruyemiş","bilinmiyor","bilinmiyor","bilinmiyor"
"Sos, Baharat ve Çeşni","8694748670735","K.kukrer Soya Sosu 250 Ml Cam","K.kukrer","Sos","bilinmiyor","bilinmiyor","bilinmiyor"
"Sos, Baharat ve Çeşni","8694748210047","K.kukrer Soya Sosu 750 Ml Pet- Cam","K.kukrer","Sos","bilinmiyor","bilinmiyor","bilinmiyor"
"Sos, Baharat ve Çeşni","8697478671718","K.kukrer Soya Sosu 750 Ml Pet- Cam","K.kukrer","Sos","bilinmiyor","bilinmiyor","bilinmiyor"
"Meyve, Sebze ve Kuruyemiş","8691011110707","K.kukrer Uzum Sirkesi 500 Ml. Pet","K.kukrer","Kuruyemiş","bilinmiyor","bilinmiyor","bilinmiyor"
"Sos, Baharat ve Çeşni","8694748210085","K.kukrer Visne Eksisi Sos 250 Ml","K.kukrer","Sos","bilinmiyor","bilinmiyor","bilinmiyor"
"Et ve Et Ürünleri","8694748691150","K.kukrer Yaprak Salamura Cam 720 Gr","K.kukrer","Salam","bilinmiyor","bilinmiyor","bilinmiyor"
"Meyve, Sebze ve Kuruyemiş","8690347192906","Kaanlar Bi̇berli̇ Zeyti̇n 400 Gr","Kaanlar","Sebze","bilinmiyor","bilinmiyor","bilinmiyor"
"Meyve, Sebze ve Kuruyemiş","8690347193521","Kaanlar Çi̇zi̇k Zeyti̇n 400 Gr","Kaanlar","Zeytin","bilinmiyor","bilinmiyor","bilinmiyor"
"Meyve, Sebze ve Kuruyemiş","8690347190377","Kaanlar Yeşi̇l Zeyti̇n 400 Gr-bi̇berli̇","Kaanlar","Sebze","bilinmiyor","bilinmiyor","bilinmiyor"
"Meyve, Sebze ve Kuruyemiş","8690347193538","Kaanlar Yeşi̇l Zeyti̇n 400 Gr-çi̇zi̇k","Kaanlar","Zeytin","bilinmiyor","bilinmiyor","bilinmiyor"
"Meyve, Sebze ve Kuruyemiş","1200000000119","Kabak Cekirdegi 200 Gr","Kabak","Kuruyemiş","bilinmiyor","bilinmiyor","bilinmiyor"
"Meyve, Sebze ve Kuruyemiş","51863526","Kabak Çeki̇rdeği̇","Kabak","Kuruyemiş","bilinmiyor","bilinmiyor","bilinmiyor"
"Meyve, Sebze ve Kuruyemiş","20000103","Kabak Çeki̇rdek","Kabak","Kuruyemiş","bilinmiyor","bilinmiyor","bilinmiyor"
"Gıda Dışı Ürünler","20000318","Kabak.kg","Kabak.kg","Diğer","bilinmiyor","bilinmiyor","bilinmiyor"
"Meyve, Sebze ve Kuruyemiş","8690787491027","Kabuklu Badem","Kabuklu","Kuruyemiş","bilinmiyor","bilinmiyor","bilinmiyor"
"Meyve, Sebze ve Kuruyemiş","20000127","Kabuklu Fistik","Kabuklu","Kuruyemiş","bilinmiyor","bilinmiyor","bilinmiyor"
"Meyve, Sebze ve Kuruyemiş","48546562","Kabuklu Fistik","Kabuklu","Kuruyemiş","bilinmiyor","bilinmiyor","bilinmiyor"
"Tatlı ve Dondurma","8695789002363","Kadayif 180 Gr-fistikli","Kadayif","Tatlı","bilinmiyor","bilinmiyor","bilinmiyor"
"Tatlı ve Dondurma","6926950252051","Kadio Hesap Maki̇nesi̇- Kd 520b","Kadio","Tatlı","bilinmiyor","bilinmiyor","bilinmiyor"
"Kahvaltılık","8699975310027","Kagit Helva 1","Kagit","Tahin ve Helva","bilinmiyor","bilinmiyor","bilinmiyor"
"Kahvaltılık","8680009180013","Kagit Helva 30gr","Kagit","Tahin ve Helva","bilinmiyor","bilinmiyor","bilinmiyor"
"Kahvaltılık","8699197722011","Kağid Helva","Kağid","Tahin ve Helva","bilinmiyor","bilinmiyor","bilinmiyor"
"Atıştırmalık ve Şekerleme","8698694490263","Kahgeci̇zade Kurabi̇ye","Kahgeci̇zade","Bisküvi","bilinmiyor","bilinmiyor","bilinmiyor"
"Atıştırmalık ve Şekerleme","8698657361111","Kahke Kuraiye","Kahke","Bisküvi","bilinmiyor","bilinmiyor","bilinmiyor"
"Atıştırmalık ve Şekerleme","8680395800502","Kahkecioglu Kurabiye 370 Gr","Kahkecioglu","Bisküvi","bilinmiyor","bilinmiyor","bilinmiyor"
"Atıştırmalık ve Şekerleme","8680395800519","Kahkecioglu Kurabiye Susamli 370 Gr","Kahkecioglu","Bisküvi","bilinmiyor","bilinmiyor","bilinmiyor"
"Atıştırmalık ve Şekerleme","8698694490454","Kahkeci̇zade Çörekotlu","Kahkeci̇zade","Bisküvi","bilinmiyor","bilinmiyor","bilinmiyor"
"Atıştırmalık ve Şekerleme","8698694490362","Kahkeci̇zade Damla","Kahkeci̇zade","Bisküvi","bilinmiyor","bilinmiyor","bilinmiyor"
"Atıştırmalık ve Şekerleme","8698694490393","Kahkeci̇zade Elmali","Kahkeci̇zade","Bisküvi","bilinmiyor","bilinmiyor","bilinmiyor"
"Atıştırmalık ve Şekerleme","8698694490218","Kahkeci̇zade Galeta 150 Gr-kepekli̇","Kahkeci̇zade","Bisküvi","bilinmiyor","bilinmiyor","bilinmiyor"
"Atıştırmalık ve Şekerleme","8698694490232","Kahkeci̇zade Galeta 150 Gr-kepekli̇","Kahkeci̇zade","Bisküvi","bilinmiyor","bilinmiyor","bilinmiyor"
"Atıştırmalık ve Şekerleme","8698694490225","Kahkeci̇zade Galeta 150 Gr-sade","Kahkeci̇zade","Bisküvi","bilinmiyor","bilinmiyor","bilinmiyor"
"Atıştırmalık ve Şekerleme","8698694491352","Kahkeci̇zade Haşhaşli","Kahkeci̇zade","Bisküvi","bilinmiyor","bilinmiyor","bilinmiyor"
"Atıştırmalık ve Şekerleme","8698694490584","Kahkeci̇zade Kandi̇l Si̇mi̇di̇","Kahkeci̇zade","Bisküvi","bilinmiyor","bilinmiyor","bilinmiyor"
"Atıştırmalık ve Şekerleme","8698694490751","Kahkeci̇zade Kurabi̇ye","Kahkeci̇zade","Bisküvi","bilinmiyor","bilinmiyor","bilinmiyor"
"Atıştırmalık ve Şekerleme","8698694490119","Kahkeci̇zade Kuru Pasta 400 Gr-tatli","Kahkeci̇zade","Bisküvi","bilinmiyor","bilinmiyor","bilinmiyor"
"Atıştırmalık ve Şekerleme","8698694490270","Kahkeci̇zade Kuru Pasta 400 Gr-tatli","Kahkeci̇zade","Bisküvi","bilinmiyor","bilinmiyor","bilinmiyor"
"Atıştırmalık ve Şekerleme","8698694490614","Kahkeci̇zade Kuru Pasta 400 Gr-tatli","Kahkeci̇zade","Bisküvi","bilinmiyor","bilinmiyor","bilinmiyor"
"Atıştırmalık ve Şekerleme","8698694490812","Kahkeci̇zade Kuru Pasta 400 Gr-tatli","Kahkeci̇zade","Bisküvi","bilinmiyor","bilinmiyor","bilinmiyor"
"Atıştırmalık ve Şekerleme","8698694490287","Kahkeci̇zade Kuru Pasta 400 Gr-tuzlu","Kahkeci̇zade","Bisküvi","bilinmiyor","bilinmiyor","bilinmiyor"
"Fırıncılık","8698694490713","Kahkeci̇zade Mozai̇k","Kahkeci̇zade","Kek","bilinmiyor","bilinmiyor","bilinmiyor"
"Fırıncılık","8698694490331","Kahkeci̇zade Pasta Alti Keki̇ 280 Gr-kakao","Kahkeci̇zade","Kek","bilinmiyor","bilinmiyor","bilinmiyor"
"Fırıncılık","8698694490348","Kahkeci̇zade Pasta Alti Keki̇ 280 Gr-sade","Kahkeci̇zade","Kek","bilinmiyor","bilinmiyor","bilinmiyor"
"Atıştırmalık ve Şekerleme","8698694490782","Kahkeci̇zade Susamli","Kahkeci̇zade","Bisküvi","bilinmiyor","bilinmiyor","bilinmiyor"
"Atıştırmalık ve Şekerleme","8698694490188","Kahkeci̇zade Tuzlu","Kahkeci̇zade","Bisküvi","bilinmiyor","bilinmiyor","bilinmiyor"
"Atıştırmalık ve Şekerleme","8698694490874","Kahkeci̇zade Un Kurabi̇yesi̇","Kahkeci̇zade","Bisküvi","bilinmiyor","bilinmiyor","bilinmiyor"
"Meyve, Sebze ve Kuruyemiş","8698694490904","Kahkeci̇zade Üzümlü","Kahkeci̇zade","Kuruyemiş","bilinmiyor","bilinmiyor","bilinmiyor"
"Süt ve Süt Ürünleri","8698694490935","Kahkeci̇zade Yoğurtlu","Kahkeci̇zade","Yoğurt","bilinmiyor","bilinmiyor","bilinmiyor"
"İçecek","8697418723922","Kahramanlar 3 No Kahveci Demlik","Kahramanlar","Kahve","bilinmiyor","bilinmiyor","bilinmiyor"
"Atıştırmalık ve Şekerleme","8690619023006","Kahvaltilik Cikolata Kg","Kahvaltilik","Çikolata","bilinmiyor","bilinmiyor","bilinmiyor"
"Meyve, Sebze ve Kuruyemiş","1200000000010","Kaju 220 Gr","Kaju","Kuruyemiş","bilinmiyor","bilinmiyor","bilinmiyor"
"Meyve, Sebze ve Kuruyemiş","8680512070245","Kaju Fistiği 150gr","Kaju","Kuruyemiş","bilinmiyor","bilinmiyor","bilinmiyor"
"Kahvaltılık","8694402000540","Kakaolu 200g Akçaoglu Helva","Kakaolu","Tahin ve Helva","bilinmiyor","bilinmiyor","bilinmiyor"
"Fırıncılık","8690763090015","Kakaolu Kek 300gr","Kakaolu","Kek","bilinmiyor","bilinmiyor","bilinmiyor"
"Fırıncılık","8691369001122","Kakaolu Pasta Keki̇","Kakaolu","Kek","bilinmiyor","bilinmiyor","bilinmiyor"
"İçecek","8697801800100","Kako20 G","Kako20","Diğer İçecek","bilinmiyor","bilinmiyor","bilinmiyor"
"Balık ve Deniz Ürünleri","8696236004541","Kalamar 6 Kg","Kalamar","Deniz Ürünleri","bilinmiyor","bilinmiyor","bilinmiyor"
"Balık ve Deniz Ürünleri","8697457054452","Kalamar Salatasi","Kalamar","Deniz Ürünleri","bilinmiyor","bilinmiyor","bilinmiyor"
"Balık ve Deniz Ürünleri","8690504619451","Kalbim Ton Baligi 3*80 Gr","Kalbim","Balık","bilinmiyor","bilinmiyor","bilinmiyor"
"Balık ve Deniz Ürünleri","8690504619413","Kalbim Ton Baligi 3*80 Gr Light","Kalbim","Balık","bilinmiyor","bilinmiyor","bilinmiyor"
"Yağ","8691375611025","Kalbi̇m Kase Yağ 250 Gr","Kalbi̇m","Diğer Yağ","bilinmiyor","bilinmiyor","bilinmiyor"
"Atıştırmalık ve Şekerleme","8698885390228","Kale Pestil Pikolali Kome 300gr","Kale","Çikolata","bilinmiyor","bilinmiyor","bilinmiyor"
"Temel Gıda","8691209980013","Kalecik Sert Bugday Unu 1 Kg","Kalecik","Un","bilinmiyor","bilinmiyor","bilinmiyor"
"Temel Gıda","8691209980020","Kalecik Sert Bugday Unu 2 Kg","Kalecik","Un","bilinmiyor","bilinmiyor","bilinmiyor"
"Meyve, Sebze ve Kuruyemiş","8690558021897","Kaleci̇k Karasi Collection","Kaleci̇k","Kuruyemiş","bilinmiyor","bilinmiyor","bilinmiyor"
"Temel Gıda","8694778011010","Kalp Şeker","Kalp","Şeker","bilinmiyor","bilinmiyor","bilinmiyor"
"Sos, Baharat ve Çeşni","8680659315032","Kalşi̇tos Çi̇tos","Kalşi̇tos","Sos","bilinmiyor","bilinmiyor","bilinmiyor"
"Süt ve Süt Ürünleri","8697461030497","Kanhan Kaşar 200 Gr","Kanhan","Peynir","bilinmiyor","bilinmiyor","bilinmiyor"
"Süt ve Süt Ürünleri","8697461030534","Kanhan Kaşar 400 Gr","Kanhan","Peynir","bilinmiyor","bilinmiyor","bilinmiyor"
"Süt ve Süt Ürünleri","2700001005100","Kantar 50g Kaşar","Kantar","Peynir","bilinmiyor","bilinmiyor","bilinmiyor"
"Fırıncılık","8698509286128","Kap Kek Karemelli̇","Kap","Kek","bilinmiyor","bilinmiyor","bilinmiyor"
"Fırıncılık","8698509286111","Kap Kek Muzlu","Kap","Kek","bilinmiyor","bilinmiyor","bilinmiyor"
"Fırıncılık","8698509286135","Kap Kek Vi̇şneli̇","Kap","Kek","bilinmiyor","bilinmiyor","bilinmiyor"
"Meyve, Sebze ve Kuruyemiş","8680250996531","Kap San Sof. Siyah Zeytin","Kap","Zeytin","bilinmiyor","bilinmiyor","bilinmiyor"
"Meyve, Sebze ve Kuruyemiş","8680250996524","Kap San Sof. Yesil Zeytin Biberli","Kap","Sebze","bilinmiyor","bilinmiyor","bilinmiyor"
"Meyve, Sebze ve Kuruyemiş","8680250996500","Kap San Sof. Yesil Zeytin Cizik","Kap","Zeytin","bilinmiyor","bilinmiyor","bilinmiyor"
"Meyve, Sebze ve Kuruyemiş","8695427552458","Kaplanlar İnci̇r 500 Gr","Kaplanlar","Kuruyemiş","bilinmiyor","bilinmiyor","bilinmiyor"
"Meyve, Sebze ve Kuruyemiş","8698583210125","Kaplanlar Kuru Incir 400 Gr","Kaplanlar","Kuruyemiş","bilinmiyor","bilinmiyor","bilinmiyor"
"Meyve, Sebze ve Kuruyemiş","8698583210149","Kaplanlar Kuru Incir 400 Gr","Kaplanlar","Kuruyemiş","bilinmiyor","bilinmiyor","bilinmiyor"
"Meyve, Sebze ve Kuruyemiş","20001575","Kapya Bi̇ber.kg","Kapya","Sebze","bilinmiyor","bilinmiyor","bilinmiyor"
"Meyve, Sebze ve Kuruyemiş","8697671694151","Kara Uzum 300gr","Kara","Kuruyemiş","bilinmiyor","bilinmiyor","bilinmiyor"
"Kahvaltılık","8697437731168","Karaağaç Çörek Helva Kakaolu","Karaağaç","Tahin ve Helva","bilinmiyor","bilinmiyor","bilinmiyor"
"Kahvaltılık","8697437731151","Karaağaç Çörek Helva Sade","Karaağaç","Tahin ve Helva","bilinmiyor","bilinmiyor","bilinmiyor"
"Kahvaltılık","8697437731267","Karaağaç Helva Kakaolu 1 Kg","Karaağaç","Tahin ve Helva","bilinmiyor","bilinmiyor","bilinmiyor"
"Kahvaltılık","8697437731212","Karaağaç Helva Kakaolu 500 Gr","Karaağaç","Tahin ve Helva","bilinmiyor","bilinmiyor","bilinmiyor"
"Kahvaltılık","8697437731250","Karaağaç Helva Sade 1 Kg","Karaağaç","Tahin ve Helva","bilinmiyor","bilinmiyor","bilinmiyor"
"Kahvaltılık","8697437731205","Karaağaç Helva Sade 500 Gr","Karaağaç","Tahin ve Helva","bilinmiyor","bilinmiyor","bilinmiyor"
"Sos, Baharat ve Çeşni","8696495007291","Karabi̇ber","Karabi̇ber","Baharat","bilinmiyor","bilinmiyor","bilinmiyor"
"Sos, Baharat ve Çeşni","8695058102664","Karaca Barbeku Tutusturucu 500 Ml","Karaca","Sos","bilinmiyor","bilinmiyor","bilinmiyor"
"Meyve, Sebze ve Kuruyemiş","8697441480205","Karaca Cezerye 60 Gr","Karaca","Kuruyemiş","bilinmiyor","bilinmiyor","bilinmiyor"
"Sos, Baharat ve Çeşni","8697671692027","Karadağ Baharat-pul Bi̇ber 35 Gr","Karadağ","Baharat","bilinmiyor","bilinmiyor","bilinmiyor"
"Meyve, Sebze ve Kuruyemiş","8697671694212","Karadağ Cevi̇z İçi̇ 200 Gr","Karadağ","Kuruyemiş","bilinmiyor","bilinmiyor","bilinmiyor"
"Meyve, Sebze ve Kuruyemiş","8697671690399","Karadağ Hi̇ndi̇stan Cevi̇zi̇","Karadağ","Kuruyemiş","bilinmiyor","bilinmiyor","bilinmiyor"
"İçecek","33648019","Karadağ Ihlamur","Karadağ","Diğer İçecek","bilinmiyor","bilinmiyor","bilinmiyor"
"İçecek","8697671694861","Karadağ Ihlamur 30 Gr","Karadağ","Çay","bilinmiyor","bilinmiyor","bilinmiyor"
"Meyve, Sebze ve Kuruyemiş","8697671690023","Karadağ Yedi̇ Türlü 70 Gr","Karadağ","Kuruyemiş","bilinmiyor","bilinmiyor","bilinmiyor"
"İçecek","6972110615280","Karadeniz Melodika","Karadeniz","Çay","bilinmiyor","bilinmiyor","bilinmiyor"
"İçecek","8690719067207","Karadeni̇z Çayfi̇li̇zi̇ 200 Gr","Karadeni̇z","Çay","bilinmiyor","bilinmiyor","bilinmiyor"
"Süt ve Süt Ürünleri","8680075257503","Karahalil Bol Cig Sut 1 Lt","Karahalil","Süt","bilinmiyor","bilinmiyor","bilinmiyor"
"Temel Gıda","8697584930025","Karakaya Bel Lastigi No-1","Karakaya","Makarna","bilinmiyor","bilinmiyor","bilinmiyor"
"Atıştırmalık ve Şekerleme","86924986","Karam Sti̇ch","Karam","Diğer Atıştırmalık","bilinmiyor","bilinmiyor","bilinmiyor"
"Gıda Dışı Ürünler","8693357083028","Karaman Kase 6 Li-53523","Karaman","Ev ve Mutfak","bilinmiyor","bilinmiyor","bilinmiyor"
"Süt ve Süt Ürünleri","8690766349264","Karasa 4 Lü Peyni̇rli̇","Karasa","Peynir","bilinmiyor","bilinmiyor","bilinmiyor"
"Et ve Et Ürünleri","8699443400199","Karasu Kangal Sucuk 200 Gr","Karasu","Sucuk","bilinmiyor","bilinmiyor","bilinmiyor"
"Tatlı ve Dondurma","8690637000706","Karbeyaz-algi̇da","Karbeyaz-algi̇da","Dondurma","bilinmiyor","bilinmiyor","bilinmiyor"
"Meyve, Sebze ve Kuruyemiş","8690123412341","Karci Hurma Iran 300 Gr (galata Kuruyemis)","Karci","Meyve","bilinmiyor","bilinmiyor","bilinmiyor"
"İçecek","8695188000519","Kardelen 19lt Damacana","Kardelen","Maden Suyu","bilinmiyor","bilinmiyor","bilinmiyor"
"İçecek","8695188000502","Kardelen Su 5lt","Kardelen","Su","bilinmiyor","bilinmiyor","bilinmiyor"
"Temel Gıda","8690380009605","Kardem Küp Şeker","Kardem","Şeker","bilinmiyor","bilinmiyor","bilinmiyor"
"Temel Gıda","8690380002118","Kardem Toz Şeker","Kardem","Şeker","bilinmiyor","bilinmiyor","bilinmiyor"
"Atıştırmalık ve Şekerleme","8699943070182","Karel Çi̇kolatali Pi̇şmani̇ye 110 Gr","Karel","Çikolata","bilinmiyor","bilinmiyor","bilinmiyor"
"Kahvaltılık","8699943070120","Karel Saray Helvasi 25 Gr","Karel","Tahin ve Helva","bilinmiyor","bilinmiyor","bilinmiyor"
"Kahvaltılık","8690766314323","Karellem Marshmallov 39 Gr","Karellem","Fındık/Kakao Kreması","bilinmiyor","bilinmiyor","bilinmiyor"
"Meyve, Sebze ve Kuruyemiş","8696457001039","Karisik Tursu Kg","Karisik","Sebze","bilinmiyor","bilinmiyor","bilinmiyor"
"Meyve, Sebze ve Kuruyemiş","8697874190351","Karişik","Karişik","Sebze","bilinmiyor","bilinmiyor","bilinmiyor"
"Meyve, Sebze ve Kuruyemiş","125489265","Karişik Çerez","Karişik","Sebze","bilinmiyor","bilinmiyor","bilinmiyor"
"Meyve, Sebze ve Kuruyemiş","8680512070382","Karişik Çerez 250gr","Karişik","Sebze","bilinmiyor","bilinmiyor","bilinmiyor"
"Balık ve Deniz Ürünleri","8697457058573","Kari̇des 1 Kg","Kari̇des","Deniz Ürünleri","bilinmiyor","bilinmiyor","bilinmiyor"
"Süt ve Süt Ürünleri","8693371310070","Karlidag Beyaz Peynir 5kg","Karlidag","Peynir","bilinmiyor","bilinmiyor","bilinmiyor"
"Süt ve Süt Ürünleri","8693371316010","Karlidag Dil Peyniri 250gr","Karlidag","Peynir","bilinmiyor","bilinmiyor","bilinmiyor"
"Süt ve Süt Ürünleri","8693371010277","Karlidag Dogal Yogurt 1900g","Karlidag","Yoğurt","bilinmiyor","bilinmiyor","bilinmiyor"
"Süt ve Süt Ürünleri","8693371317314","Karlidag Ip Peyniri 200gr","Karlidag","Peynir","bilinmiyor","bilinmiyor","bilinmiyor"
"Süt ve Süt Ürünleri","8693371310124","Karlidag Kasar Pey.400gr","Karlidag","Peynir","bilinmiyor","bilinmiyor","bilinmiyor"
"Süt ve Süt Ürünleri","8693371010482","Karlidag Kasar Peyniri 250g","Karlidag","Peynir","bilinmiyor","bilinmiyor","bilinmiyor"
"Süt ve Süt Ürünleri","8693371310148","Karlidag Kasar Peyniri 700g","Karlidag","Peynir","bilinmiyor","bilinmiyor","bilinmiyor"
"Süt ve Süt Ürünleri","8693371316027","Karlidag Orgu Pey.200gr","Karlidag","Peynir","bilinmiyor","bilinmiyor","bilinmiyor"
"Süt ve Süt Ürünleri","8693371316348","Karlidag Tel Peyniri 200gr","Karlidag","Peynir","bilinmiyor","bilinmiyor","bilinmiyor"
"Süt ve Süt Ürünleri","8693371316744","Karlidag Tulum Peyniri 500g","Karlidag","Peynir","bilinmiyor","bilinmiyor","bilinmiyor"
"Süt ve Süt Ürünleri","8693371319042","Karlidag Tuzsuz Tereyag","Karlidag","Tereyağı","bilinmiyor","bilinmiyor","bilinmiyor"
"Meyve, Sebze ve Kuruyemiş","8690504021117","Karmen 40 Gr Findikli","Karmen","Kuruyemiş","bilinmiyor","bilinmiyor","bilinmiyor"
"Atıştırmalık ve Şekerleme","8690504021186","Karmen Çi̇kolata 20 Gr","Karmen","Çikolata","bilinmiyor","bilinmiyor","bilinmiyor"
